"TA-TAD","Property_Type","House_Index","Date"
"Waitomo District","Houses","1649","2013-06-30"
"Taupo District","All dwellings","1167","2013-06-30"
"Taupo District","Houses","1241","2013-06-30"
"Western Bay of Plenty District","All dwellings","1441","2013-06-30"
"Western Bay of Plenty District","Houses","1520","2013-06-30"
"Tauranga City","Houses","1306","2013-06-30"
"Tauranga City","All dwellings","1324","2013-06-30"
"Rotorua District","All dwellings","1585","2013-06-30"
"Rotorua District","Houses","1615","2013-06-30"
"Whakatane District","Houses","1461","2013-06-30"
"Whakatane District","All dwellings","1546","2013-06-30"
"Kawerau District","All dwellings","1644","2013-06-30"
"Kawerau District","Houses","1644","2013-06-30"
"Opotiki District","Houses","1351","2013-06-30"
"Opotiki District","All dwellings","1694","2013-06-30"
"Gisborne District","All dwellings","1692","2013-06-30"
"Gisborne District","Houses","1791","2013-06-30"
"Wairoa District","All dwellings","1577","2013-06-30"
"Wairoa District","Houses","1651","2013-06-30"
"Hastings District","Houses","1480","2013-06-30"
"Hastings District","All dwellings","1499","2013-06-30"
"Napier City","Houses","1338","2013-06-30"
"Napier City","All dwellings","1346","2013-06-30"
"Central Hawkes Bay District","Houses","1322","2013-06-30"
"Central Hawkes Bay District","All dwellings","1325","2013-06-30"
"New Plymouth District","Houses","1810","2013-06-30"
"New Plymouth District","All dwellings","1835","2013-06-30"
"Stratford District","All dwellings","2536","2013-06-30"
"Stratford District","Houses","2655","2013-06-30"
"South Taranaki District","All dwellings","2029","2013-06-30"
"South Taranaki District","Houses","2079","2013-06-30"
"Ruapehu District","All dwellings","2112","2013-06-30"
"Ruapehu District","Houses","2150","2013-06-30"
"Wanganui District","All dwellings","1885","2013-06-30"
"Wanganui District","Houses","1989","2013-06-30"
"Rangitikei District","All dwellings","1976","2013-06-30"
"Rangitikei District","Houses","1997","2013-06-30"
"Manawatu District","Houses","1754","2013-06-30"
"Manawatu District","All dwellings","1760","2013-06-30"
"Palmerston North City","All dwellings","1582","2013-06-30"
"Palmerston North City","Houses","1588","2013-06-30"
"Tararua District","All dwellings","1871","2013-06-30"
"Tararua District","Houses","1943","2013-06-30"
"Horowhenua District","All dwellings","1655","2013-06-30"
"Horowhenua District","Houses","1671","2013-06-30"
"Kapiti Coast District","All dwellings","1572","2013-06-30"
"Kapiti Coast District","Houses","1584","2013-06-30"
"Porirua City","All dwellings","1621","2013-06-30"
"Porirua City","Houses","1643","2013-06-30"
"Upper Hutt City","Houses","1673","2013-06-30"
"Upper Hutt City","All dwellings","1719","2013-06-30"
"Lower Hutt City","All dwellings","1596","2013-06-30"
"Lower Hutt City","Houses","1604","2013-06-30"
"Wellington City","All dwellings","1446","2013-06-30"
"Wellington City","Houses","1498","2013-06-30"
"Masterton District","All dwellings","1483","2013-06-30"
"Masterton District","Houses","1504","2013-06-30"
"Carterton District","Houses","1681","2013-06-30"
"Carterton District","All dwellings","1707","2013-06-30"
"South Wairarapa District","Houses","1615","2013-06-30"
"South Wairarapa District","All dwellings","1629","2013-06-30"
"Tasman District","All dwellings","1210","2013-06-30"
"Tasman District","Houses","1221","2013-06-30"
"Nelson City","All dwellings","1210","2013-06-30"
"Nelson City","Houses","1213","2013-06-30"
"Marlborough District","All dwellings","1349","2013-06-30"
"Marlborough District","Houses","1355","2013-06-30"
"Kaikoura District","Houses","1413","2013-06-30"
"Kaikoura District","All dwellings","1432","2013-06-30"
"Buller District","Houses","2380","2013-06-30"
"Buller District","All dwellings","2541","2013-06-30"
"Grey District","All dwellings","2096","2013-06-30"
"Grey District","Houses","2119","2013-06-30"
"Westland District","All dwellings","2178","2013-06-30"
"Westland District","Houses","2251","2013-06-30"
"Hurunui District","Houses","1973","2013-06-30"
"Hurunui District","All dwellings","1997","2013-06-30"
"Waimakariri District","All dwellings","1995","2013-06-30"
"Waimakariri District","Houses","2001","2013-06-30"
"Christchurch City","All dwellings","1873","2013-06-30"
"Christchurch City","Houses","1889","2013-06-30"
"Selwyn District","Houses","2388","2013-06-30"
"Selwyn District","All dwellings","2525","2013-06-30"
"Ashburton District","All dwellings","2115","2013-06-30"
"Ashburton District","Houses","2166","2013-06-30"
"Timaru District","All dwellings","2013","2013-06-30"
"Timaru District","Houses","2090","2013-06-30"
"MacKenzie District","All dwellings","1852","2013-06-30"
"MacKenzie District","Houses","1884","2013-06-30"
"Waimate District","All dwellings","2154","2013-06-30"
"Waimate District","Houses","2236","2013-06-30"
"Waitaki District","All dwellings","1562","2013-06-30"
"Waitaki District","Houses","1670","2013-06-30"
"New Zealand","All dwellings","1701","2013-09-30"
"New Zealand","Houses","1712","2013-09-30"
"Main Urban Areas","All dwellings","1717","2013-09-30"
"Main Urban Areas","Houses","1730","2013-09-30"
"Auckland Area","Houses","1731","2013-09-30"
"Auckland Area","All dwellings","1733","2013-09-30"
"Wellington Area","All dwellings","1528","2013-09-30"
"Wellington Area","Houses","1557","2013-09-30"
"Far North District","Houses","1388","2013-09-30"
"Far North District","All dwellings","1450","2013-09-30"
"Whangarei District","All dwellings","1549","2013-09-30"
"Whangarei District","Houses","1570","2013-09-30"
"Kaipara District","All dwellings","1592","2013-09-30"
"Kaipara District","Houses","1700","2013-09-30"
"Rodney District","Houses","1670","2013-09-30"
"Rodney District","All dwellings","1674","2013-09-30"
"North Shore City","Houses","1838","2013-09-30"
"North Shore City","All dwellings","1844","2013-09-30"
"Waitakere City","All dwellings","1865","2013-09-30"
"Waitakere City","Houses","1884","2013-09-30"
"Auckland City","All dwellings","1661","2013-09-30"
"Auckland City","Houses","1719","2013-09-30"
"Manukau City","Houses","1853","2013-09-30"
"Manukau City","All dwellings","1855","2013-09-30"
"Papakura District","Houses","1753","2013-09-30"
"Papakura District","All dwellings","1813","2013-09-30"
"Franklin District","Houses","1897","2013-09-30"
"Franklin District","All dwellings","1905","2013-09-30"
"Thames-Coromandel District","All dwellings","1293","2013-09-30"
"Thames-Coromandel District","Houses","1327","2013-09-30"
"Hauraki District","All dwellings","1748","2013-09-30"
"Hauraki District","Houses","1757","2013-09-30"
"Waikato District","All dwellings","1729","2013-09-30"
"Waikato District","Houses","1750","2013-09-30"
"Matamata-Piako District","All dwellings","1772","2013-09-30"
"Matamata-Piako District","Houses","1828","2013-09-30"
"Hamilton City","All dwellings","1706","2013-09-30"
"Hamilton City","Houses","1750","2013-09-30"
"Waipa District","All dwellings","1889","2013-09-30"
"Waipa District","Houses","1911","2013-09-30"
"Otorohanga District","Houses","2107","2013-09-30"
"Otorohanga District","All dwellings","2124","2013-09-30"
"South Waikato District","All dwellings","1940","2013-09-30"
"South Waikato District","Houses","1995","2013-09-30"
"Waitomo District","All dwellings","1657","2013-09-30"
"Waitomo District","Houses","1701","2013-09-30"
"Taupo District","All dwellings","1183","2013-09-30"
"Taupo District","Houses","1255","2013-09-30"
"Western Bay of Plenty District","All dwellings","1443","2013-09-30"
"Western Bay of Plenty District","Houses","1527","2013-09-30"
"Tauranga City","Houses","1324","2013-09-30"
"Tauranga City","All dwellings","1341","2013-09-30"
"Rotorua District","All dwellings","1565","2013-09-30"
"Rotorua District","Houses","1600","2013-09-30"
"Whakatane District","Houses","1431","2013-09-30"
"Whakatane District","All dwellings","1520","2013-09-30"
"Kawerau District","All dwellings","1584","2013-09-30"
"Kawerau District","Houses","1598","2013-09-30"
"Opotiki District","Houses","1364","2013-09-30"
"Opotiki District","All dwellings","1707","2013-09-30"
"Gisborne District","All dwellings","1732","2013-09-30"
"Gisborne District","Houses","1835","2013-09-30"
"Wairoa District","All dwellings","1537","2013-09-30"
"Wairoa District","Houses","1609","2013-09-30"
"Hastings District","Houses","1494","2013-09-30"
"Hastings District","All dwellings","1505","2013-09-30"
"Napier City","Houses","1344","2013-09-30"
"Napier City","All dwellings","1345","2013-09-30"
"Central Hawkes Bay District","Houses","1295","2013-09-30"
"Central Hawkes Bay District","All dwellings","1302","2013-09-30"
"New Plymouth District","Houses","1822","2013-09-30"
"New Plymouth District","All dwellings","1847","2013-09-30"
"Stratford District","All dwellings","2577","2013-09-30"
"Stratford District","Houses","2707","2013-09-30"
"South Taranaki District","All dwellings","2113","2013-09-30"
"South Taranaki District","Houses","2168","2013-09-30"
"Ruapehu District","All dwellings","2093","2013-09-30"
"Ruapehu District","Houses","2101","2013-09-30"
"Wanganui District","All dwellings","1899","2013-09-30"
"Wanganui District","Houses","2004","2013-09-30"
"Rangitikei District","All dwellings","1853","2013-09-30"
"Rangitikei District","Houses","1868","2013-09-30"
"Manawatu District","Houses","1752","2013-09-30"
"Manawatu District","All dwellings","1761","2013-09-30"
"Palmerston North City","All dwellings","1599","2013-09-30"
"Palmerston North City","Houses","1606","2013-09-30"
"Tararua District","All dwellings","1821","2013-09-30"
"Tararua District","Houses","1909","2013-09-30"
"Horowhenua District","All dwellings","1630","2013-09-30"
"Horowhenua District","Houses","1650","2013-09-30"
"Kapiti Coast District","All dwellings","1592","2013-09-30"
"Kapiti Coast District","Houses","1609","2013-09-30"
"Porirua City","All dwellings","1659","2013-09-30"
"Porirua City","Houses","1682","2013-09-30"
"Upper Hutt City","Houses","1671","2013-09-30"
"Upper Hutt City","All dwellings","1715","2013-09-30"
"Lower Hutt City","All dwellings","1591","2013-09-30"
"Lower Hutt City","Houses","1597","2013-09-30"
"Wellington City","All dwellings","1457","2013-09-30"
"Wellington City","Houses","1510","2013-09-30"
"Masterton District","All dwellings","1487","2013-09-30"
"Masterton District","Houses","1505","2013-09-30"
"Carterton District","Houses","1714","2013-09-30"
"Carterton District","All dwellings","1745","2013-09-30"
"South Wairarapa District","Houses","1635","2013-09-30"
"South Wairarapa District","All dwellings","1645","2013-09-30"
"Tasman District","All dwellings","1251","2013-09-30"
"Tasman District","Houses","1267","2013-09-30"
"Nelson City","All dwellings","1214","2013-09-30"
"Nelson City","Houses","1217","2013-09-30"
"Marlborough District","All dwellings","1337","2013-09-30"
"Marlborough District","Houses","1339","2013-09-30"
"Kaikoura District","Houses","1265","2013-09-30"
"Kaikoura District","All dwellings","1282","2013-09-30"
"Buller District","Houses","2253","2013-09-30"
"Buller District","All dwellings","2409","2013-09-30"
"Grey District","All dwellings","2115","2013-09-30"
"Grey District","Houses","2143","2013-09-30"
"Westland District","All dwellings","2117","2013-09-30"
"Westland District","Houses","2176","2013-09-30"
"Hurunui District","Houses","2087","2013-09-30"
"Hurunui District","All dwellings","2108","2013-09-30"
"Waimakariri District","All dwellings","2010","2013-09-30"
"Waimakariri District","Houses","2016","2013-09-30"
"Christchurch City","All dwellings","1938","2013-09-30"
"Christchurch City","Houses","1955","2013-09-30"
"Selwyn District","Houses","2450","2013-09-30"
"Selwyn District","All dwellings","2594","2013-09-30"
"Ashburton District","All dwellings","2160","2013-09-30"
"Ashburton District","Houses","2199","2013-09-30"
"Timaru District","All dwellings","2060","2013-09-30"
"Timaru District","Houses","2136","2013-09-30"
"MacKenzie District","All dwellings","1932","2013-09-30"
"MacKenzie District","Houses","1986","2013-09-30"
"Waimate District","All dwellings","2172","2013-09-30"
"Waimate District","Houses","2260","2013-09-30"
"Waitaki District","All dwellings","1562","2013-09-30"
"Waitaki District","Houses","1674","2013-09-30"
"Gore District","All dwellings","1955","2013-09-30"
"Central Otago District","All dwellings","1527","2013-09-30"
"Invercargill City","All dwellings","1719","2013-09-30"
"Queenstown-Lakes District","All dwellings","1219","2013-09-30"
"Queenstown-Lakes District","Houses","1193","2013-09-30"
"Dunedin City","All dwellings","1587","2013-09-30"
"Gore District","Houses","1999","2013-09-30"
"Invercargill City","Houses","1724","2013-09-30"
"Clutha District","All dwellings","1991","2013-09-30"
"Central Otago District","Houses","1468","2013-09-30"
"Southland District","All dwellings","1629","2013-09-30"
"Southland District","Houses","1665","2013-09-30"
"Clutha District","Houses","1956","2013-09-30"
"Dunedin City","Houses","1523","2013-09-30"
"Queenstown-Lakes District","Houses","1273","2013-12-31"
"Queenstown-Lakes District","All dwellings","1296","2013-12-31"
"Gore District","All dwellings","2005","2013-12-31"
"Dunedin City","All dwellings","1594","2013-12-31"
"Southland District","All dwellings","1607","2013-12-31"
"Dunedin City","Houses","1533","2013-12-31"
"Gore District","Houses","2022","2013-12-31"
"Invercargill City","Houses","1729","2013-12-31"
"Southland District","Houses","1645","2013-12-31"
"Central Otago District","All dwellings","1524","2013-12-31"
"Waitaki District","Houses","1697","2013-12-31"
"Invercargill City","All dwellings","1718","2013-12-31"
"Central Otago District","Houses","1472","2013-12-31"
"Clutha District","All dwellings","1884","2013-12-31"
"Clutha District","Houses","1829","2013-12-31"
"New Zealand","All dwellings","1720","2013-12-31"
"New Zealand","Houses","1732","2013-12-31"
"Main Urban Areas","All dwellings","1738","2013-12-31"
"Main Urban Areas","Houses","1751","2013-12-31"
"Auckland Area","Houses","1755","2013-12-31"
"Auckland Area","All dwellings","1757","2013-12-31"
"Wellington Area","All dwellings","1550","2013-12-31"
"Wellington Area","Houses","1578","2013-12-31"
"Far North District","Houses","1396","2013-12-31"
"Far North District","All dwellings","1468","2013-12-31"
"Whangarei District","All dwellings","1560","2013-12-31"
"Whangarei District","Houses","1584","2013-12-31"
"Kaipara District","All dwellings","1613","2013-12-31"
"Kaipara District","Houses","1720","2013-12-31"
"Rodney District","All dwellings","1714","2013-12-31"
"Rodney District","Houses","1718","2013-12-31"
"North Shore City","Houses","1859","2013-12-31"
"North Shore City","All dwellings","1864","2013-12-31"
"Waitakere City","All dwellings","1890","2013-12-31"
"Waitakere City","Houses","1907","2013-12-31"
"Auckland City","All dwellings","1675","2013-12-31"
"Auckland City","Houses","1731","2013-12-31"
"Manukau City","Houses","1887","2013-12-31"
"Manukau City","All dwellings","1896","2013-12-31"
"Papakura District","Houses","1784","2013-12-31"
"Papakura District","All dwellings","1844","2013-12-31"
"Franklin District","Houses","1965","2013-12-31"
"Franklin District","All dwellings","1975","2013-12-31"
"Thames-Coromandel District","All dwellings","1294","2013-12-31"
"Thames-Coromandel District","Houses","1322","2013-12-31"
"Hauraki District","All dwellings","1750","2013-12-31"
"Hauraki District","Houses","1753","2013-12-31"
"Waikato District","All dwellings","1753","2013-12-31"
"Waikato District","Houses","1765","2013-12-31"
"Matamata-Piako District","All dwellings","1807","2013-12-31"
"Matamata-Piako District","Houses","1858","2013-12-31"
"Hamilton City","All dwellings","1732","2013-12-31"
"Hamilton City","Houses","1769","2013-12-31"
"Waipa District","All dwellings","1919","2013-12-31"
"Waipa District","Houses","1939","2013-12-31"
"Otorohanga District","Houses","1804","2013-12-31"
"Otorohanga District","All dwellings","1844","2013-12-31"
"South Waikato District","All dwellings","2006","2013-12-31"
"South Waikato District","Houses","2065","2013-12-31"
"Waitomo District","All dwellings","1751","2013-12-31"
"Waitomo District","Houses","1797","2013-12-31"
"Taupo District","All dwellings","1117","2013-12-31"
"Taupo District","Houses","1194","2013-12-31"
"Western Bay of Plenty District","All dwellings","1480","2013-12-31"
"Western Bay of Plenty District","Houses","1563","2013-12-31"
"Tauranga City","Houses","1330","2013-12-31"
"Tauranga City","All dwellings","1346","2013-12-31"
"Rotorua District","All dwellings","1589","2013-12-31"
"Rotorua District","Houses","1622","2013-12-31"
"Whakatane District","Houses","1423","2013-12-31"
"Whakatane District","All dwellings","1517","2013-12-31"
"Kawerau District","All dwellings","1575","2013-12-31"
"Kawerau District","Houses","1607","2013-12-31"
"Opotiki District","Houses","1354","2013-12-31"
"Opotiki District","All dwellings","1689","2013-12-31"
"Gisborne District","All dwellings","1733","2013-12-31"
"Gisborne District","Houses","1831","2013-12-31"
"Wairoa District","All dwellings","1564","2013-12-31"
"Wairoa District","Houses","1638","2013-12-31"
"Hastings District","Houses","1468","2013-12-31"
"Hastings District","All dwellings","1485","2013-12-31"
"Napier City","All dwellings","1346","2013-12-31"
"Napier City","Houses","1348","2013-12-31"
"Central Hawkes Bay District","Houses","1323","2013-12-31"
"Central Hawkes Bay District","All dwellings","1336","2013-12-31"
"New Plymouth District","Houses","1860","2013-12-31"
"New Plymouth District","All dwellings","1885","2013-12-31"
"Stratford District","All dwellings","2450","2013-12-31"
"Stratford District","Houses","2598","2013-12-31"
"South Taranaki District","All dwellings","2039","2013-12-31"
"South Taranaki District","Houses","2102","2013-12-31"
"Ruapehu District","All dwellings","2202","2013-12-31"
"Ruapehu District","Houses","2236","2013-12-31"
"Wanganui District","All dwellings","1832","2013-12-31"
"Wanganui District","Houses","1931","2013-12-31"
"Rangitikei District","All dwellings","1857","2013-12-31"
"Rangitikei District","Houses","1876","2013-12-31"
"Manawatu District","Houses","1743","2013-12-31"
"Manawatu District","All dwellings","1760","2013-12-31"
"Palmerston North City","All dwellings","1594","2013-12-31"
"Palmerston North City","Houses","1597","2013-12-31"
"Tararua District","All dwellings","1830","2013-12-31"
"Tararua District","Houses","1907","2013-12-31"
"Horowhenua District","All dwellings","1643","2013-12-31"
"Horowhenua District","Houses","1670","2013-12-31"
"Kapiti Coast District","All dwellings","1612","2013-12-31"
"Kapiti Coast District","Houses","1623","2013-12-31"
"Porirua City","All dwellings","1651","2013-12-31"
"Porirua City","Houses","1669","2013-12-31"
"Upper Hutt City","Houses","1698","2013-12-31"
"Upper Hutt City","All dwellings","1743","2013-12-31"
"Lower Hutt City","All dwellings","1616","2013-12-31"
"Lower Hutt City","Houses","1623","2013-12-31"
"Wellington City","All dwellings","1479","2013-12-31"
"Wellington City","Houses","1532","2013-12-31"
"Masterton District","All dwellings","1525","2013-12-31"
"Masterton District","Houses","1548","2013-12-31"
"Carterton District","Houses","1711","2013-12-31"
"Carterton District","All dwellings","1731","2013-12-31"
"South Wairarapa District","Houses","1667","2013-12-31"
"South Wairarapa District","All dwellings","1680","2013-12-31"
"Tasman District","All dwellings","1234","2013-12-31"
"Tasman District","Houses","1245","2013-12-31"
"Nelson City","All dwellings","1234","2013-12-31"
"Nelson City","Houses","1241","2013-12-31"
"Marlborough District","All dwellings","1332","2013-12-31"
"Marlborough District","Houses","1337","2013-12-31"
"Kaikoura District","Houses","1361","2013-12-31"
"Kaikoura District","All dwellings","1376","2013-12-31"
"Buller District","Houses","2144","2013-12-31"
"Buller District","All dwellings","2299","2013-12-31"
"Grey District","All dwellings","2159","2013-12-31"
"Grey District","Houses","2183","2013-12-31"
"Westland District","All dwellings","2191","2013-12-31"
"Westland District","Houses","2252","2013-12-31"
"Hurunui District","Houses","2079","2013-12-31"
"Hurunui District","All dwellings","2100","2013-12-31"
"Waimakariri District","All dwellings","2067","2013-12-31"
"Waimakariri District","Houses","2069","2013-12-31"
"Christchurch City","All dwellings","1965","2013-12-31"
"Christchurch City","Houses","1984","2013-12-31"
"Selwyn District","Houses","2471","2013-12-31"
"Selwyn District","All dwellings","2614","2013-12-31"
"Ashburton District","All dwellings","2179","2013-12-31"
"Ashburton District","Houses","2217","2013-12-31"
"Timaru District","All dwellings","2068","2013-12-31"
"Timaru District","Houses","2139","2013-12-31"
"MacKenzie District","All dwellings","2047","2013-12-31"
"MacKenzie District","Houses","2059","2013-12-31"
"Waimate District","All dwellings","2238","2013-12-31"
"Waimate District","Houses","2318","2013-12-31"
"Waitaki District","All dwellings","1585","2013-12-31"
"New Zealand","All dwellings","1729","2014-03-31"
"New Zealand","Houses","1743","2014-03-31"
"Main Urban Areas","All dwellings","1755","2014-03-31"
"Main Urban Areas","Houses","1770","2014-03-31"
"Auckland Area","All dwellings","1790","2014-03-31"
"Auckland Area","Houses","1792","2014-03-31"
"Wellington Area","All dwellings","1537","2014-03-31"
"Wellington Area","Houses","1564","2014-03-31"
"Far North District","Houses","1359","2014-03-31"
"Far North District","All dwellings","1426","2014-03-31"
"Whangarei District","All dwellings","1582","2014-03-31"
"Whangarei District","Houses","1610","2014-03-31"
"Kaipara District","All dwellings","1645","2014-03-31"
"Kaipara District","Houses","1752","2014-03-31"
"Rodney District","All dwellings","1750","2014-03-31"
"Rodney District","Houses","1752","2014-03-31"
"North Shore City","All dwellings","1912","2014-03-31"
"North Shore City","Houses","1917","2014-03-31"
"Waitakere City","All dwellings","1924","2014-03-31"
"Waitakere City","Houses","1944","2014-03-31"
"Auckland City","All dwellings","1704","2014-03-31"
"Auckland City","Houses","1762","2014-03-31"
"Manukau City","Houses","1930","2014-03-31"
"Manukau City","All dwellings","1933","2014-03-31"
"Papakura District","Houses","1830","2014-03-31"
"Papakura District","All dwellings","1891","2014-03-31"
"Franklin District","Houses","2044","2014-03-31"
"Franklin District","All dwellings","2046","2014-03-31"
"Thames-Coromandel District","All dwellings","1303","2014-03-31"
"Thames-Coromandel District","Houses","1332","2014-03-31"
"Hauraki District","All dwellings","1755","2014-03-31"
"Hauraki District","Houses","1774","2014-03-31"
"Waikato District","All dwellings","1768","2014-03-31"
"Waikato District","Houses","1803","2014-03-31"
"Matamata-Piako District","All dwellings","1789","2014-03-31"
"Matamata-Piako District","Houses","1840","2014-03-31"
"Hamilton City","All dwellings","1747","2014-03-31"
"Hamilton City","Houses","1792","2014-03-31"
"Waipa District","All dwellings","1920","2014-03-31"
"Waipa District","Houses","1934","2014-03-31"
"Otorohanga District","Houses","1810","2014-03-31"
"Otorohanga District","All dwellings","1851","2014-03-31"
"South Waikato District","All dwellings","1930","2014-03-31"
"South Waikato District","Houses","2010","2014-03-31"
"Waitomo District","All dwellings","1632","2014-03-31"
"Waitomo District","Houses","1675","2014-03-31"
"Taupo District","All dwellings","1127","2014-03-31"
"Taupo District","Houses","1199","2014-03-31"
"Western Bay of Plenty District","All dwellings","1497","2014-03-31"
"Western Bay of Plenty District","Houses","1582","2014-03-31"
"Tauranga City","Houses","1363","2014-03-31"
"Tauranga City","All dwellings","1378","2014-03-31"
"Rotorua District","All dwellings","1586","2014-03-31"
"Rotorua District","Houses","1623","2014-03-31"
"Whakatane District","Houses","1427","2014-03-31"
"Whakatane District","All dwellings","1516","2014-03-31"
"Kawerau District","All dwellings","1673","2014-03-31"
"Kawerau District","Houses","1687","2014-03-31"
"Opotiki District","Houses","1385","2014-03-31"
"Opotiki District","All dwellings","1733","2014-03-31"
"Gisborne District","All dwellings","1664","2014-03-31"
"Gisborne District","Houses","1764","2014-03-31"
"Wairoa District","All dwellings","1586","2014-03-31"
"Wairoa District","Houses","1647","2014-03-31"
"Hastings District","Houses","1462","2014-03-31"
"Hastings District","All dwellings","1482","2014-03-31"
"Napier City","All dwellings","1358","2014-03-31"
"Napier City","Houses","1360","2014-03-31"
"Central Hawkes Bay District","Houses","1384","2014-03-31"
"Central Hawkes Bay District","All dwellings","1390","2014-03-31"
"New Plymouth District","Houses","1876","2014-03-31"
"New Plymouth District","All dwellings","1898","2014-03-31"
"Stratford District","All dwellings","2532","2014-03-31"
"Stratford District","Houses","2709","2014-03-31"
"South Taranaki District","All dwellings","2043","2014-03-31"
"South Taranaki District","Houses","2094","2014-03-31"
"Ruapehu District","All dwellings","2124","2014-03-31"
"Ruapehu District","Houses","2185","2014-03-31"
"Wanganui District","All dwellings","1794","2014-03-31"
"Wanganui District","Houses","1902","2014-03-31"
"Rangitikei District","All dwellings","1798","2014-03-31"
"Rangitikei District","Houses","1809","2014-03-31"
"Manawatu District","Houses","1741","2014-03-31"
"Manawatu District","All dwellings","1761","2014-03-31"
"Palmerston North City","All dwellings","1595","2014-03-31"
"Palmerston North City","Houses","1597","2014-03-31"
"Tararua District","All dwellings","1839","2014-03-31"
"Tararua District","Houses","1934","2014-03-31"
"Horowhenua District","All dwellings","1704","2014-03-31"
"Horowhenua District","Houses","1722","2014-03-31"
"Kapiti Coast District","All dwellings","1630","2014-03-31"
"Kapiti Coast District","Houses","1647","2014-03-31"
"Porirua City","All dwellings","1629","2014-03-31"
"Porirua City","Houses","1652","2014-03-31"
"Upper Hutt City","Houses","1662","2014-03-31"
"Upper Hutt City","All dwellings","1715","2014-03-31"
"Lower Hutt City","All dwellings","1607","2014-03-31"
"Lower Hutt City","Houses","1613","2014-03-31"
"Wellington City","All dwellings","1469","2014-03-31"
"Wellington City","Houses","1520","2014-03-31"
"Masterton District","All dwellings","1494","2014-03-31"
"Masterton District","Houses","1511","2014-03-31"
"Carterton District","Houses","1684","2014-03-31"
"Carterton District","All dwellings","1725","2014-03-31"
"South Wairarapa District","Houses","1654","2014-03-31"
"South Wairarapa District","All dwellings","1672","2014-03-31"
"Tasman District","All dwellings","1266","2014-03-31"
"Tasman District","Houses","1280","2014-03-31"
"Nelson City","All dwellings","1224","2014-03-31"
"Nelson City","Houses","1226","2014-03-31"
"Marlborough District","Houses","1338","2014-03-31"
"Marlborough District","All dwellings","1338","2014-03-31"
"Kaikoura District","Houses","1365","2014-03-31"
"Kaikoura District","All dwellings","1380","2014-03-31"
"Buller District","Houses","2295","2014-03-31"
"Buller District","All dwellings","2464","2014-03-31"
"Grey District","All dwellings","2226","2014-03-31"
"Grey District","Houses","2250","2014-03-31"
"Westland District","All dwellings","2163","2014-03-31"
"Westland District","Houses","2201","2014-03-31"
"Hurunui District","Houses","2022","2014-03-31"
"Hurunui District","All dwellings","2046","2014-03-31"
"Waimakariri District","All dwellings","2072","2014-03-31"
"Waimakariri District","Houses","2078","2014-03-31"
"Christchurch City","All dwellings","1953","2014-03-31"
"Christchurch City","Houses","1965","2014-03-31"
"Selwyn District","Houses","2515","2014-03-31"
"Selwyn District","All dwellings","2656","2014-03-31"
"Ashburton District","All dwellings","2194","2014-03-31"
"Ashburton District","Houses","2245","2014-03-31"
"Timaru District","All dwellings","2089","2014-03-31"
"Timaru District","Houses","2161","2014-03-31"
"MacKenzie District","Houses","2036","2014-03-31"
"MacKenzie District","All dwellings","2039","2014-03-31"
"Waimate District","All dwellings","2245","2014-03-31"
"Waimate District","Houses","2324","2014-03-31"
"Waitaki District","All dwellings","1604","2014-03-31"
"Central Otago District","Houses","1487","2014-03-31"
"Dunedin City","Houses","1538","2014-03-31"
"Invercargill City","Houses","1788","2014-03-31"
"Central Otago District","All dwellings","1543","2014-03-31"
"Gore District","Houses","1999","2014-03-31"
"Invercargill City","All dwellings","1781","2014-03-31"
"Waitaki District","Houses","1718","2014-03-31"
"Queenstown-Lakes District","Houses","1277","2014-03-31"
"Queenstown-Lakes District","All dwellings","1300","2014-03-31"
"Gore District","All dwellings","1952","2014-03-31"
"Clutha District","Houses","1796","2014-03-31"
"Southland District","Houses","1680","2014-03-31"
"Clutha District","All dwellings","1838","2014-03-31"
"Dunedin City","All dwellings","1602","2014-03-31"
"Southland District","All dwellings","1639","2014-03-31"
"Waitaki District","Houses","1771","2014-06-30"
"Clutha District","All dwellings","1976","2014-06-30"
"Gore District","Houses","2004","2014-06-30"
"Dunedin City","All dwellings","1602","2014-06-30"
"Southland District","Houses","1674","2014-06-30"
"Queenstown-Lakes District","Houses","1282","2014-06-30"
"Central Otago District","Houses","1532","2014-06-30"
"Central Otago District","All dwellings","1578","2014-06-30"
"Clutha District","Houses","1925","2014-06-30"
"Invercargill City","All dwellings","1773","2014-06-30"
"Gore District","All dwellings","1961","2014-06-30"
"Dunedin City","Houses","1540","2014-06-30"
"Southland District","All dwellings","1640","2014-06-30"
"Queenstown-Lakes District","All dwellings","1311","2014-06-30"
"Invercargill City","Houses","1778","2014-06-30"
"New Zealand","All dwellings","1765","2014-06-30"
"New Zealand","Houses","1777","2014-06-30"
"Main Urban Areas","All dwellings","1789","2014-06-30"
"Main Urban Areas","Houses","1802","2014-06-30"
"Auckland Area","Houses","1823","2014-06-30"
"Auckland Area","All dwellings","1825","2014-06-30"
"Wellington Area","All dwellings","1534","2014-06-30"
"Wellington Area","Houses","1561","2014-06-30"
"Far North District","Houses","1364","2014-06-30"
"Far North District","All dwellings","1428","2014-06-30"
"Whangarei District","All dwellings","1593","2014-06-30"
"Whangarei District","Houses","1616","2014-06-30"
"Kaipara District","All dwellings","1634","2014-06-30"
"Kaipara District","Houses","1737","2014-06-30"
"Rodney District","All dwellings","1803","2014-06-30"
"Rodney District","Houses","1808","2014-06-30"
